skill,freq,skill_id,valuation,new_value
westlaw,4,1592,59.7861538765719,54
elastic,2,534,174.51943253253032,71
clean design,2,289,157.99243254513138,57
computer security,2,349,119.38222186734144,48
photoshop,10,1100,13.323332534725981,39
mac os,28,872,109.15062930154778,55
telnet,3,1416,470.28521692513635,37
epub (electronic publication),3,558,31.95358023328249,44
webmaster,13,1578,179.1088539372667,78
embroidery,2,548,139.8533820130015,65
sports,24,1347,55.74763678672379,70
oracle 11g,6,1044,44.15614225306783,50
caricatures,14,252,22.25183410210409,51
graphic art,13,687,71.31689578812619,60
github,6,663,8.866439717079649,46
stl,5,1369,661.8819215933407,58
appointment scheduling,5,103,34.459869780986544,59
windows server,29,1605,30.752046641372512,61
journalism,29,809,74.46041772968647,45
moodle,17,965,45.910017290908016,53
oracle dba,4,1046,117.15565497303145,57
organic search,5,1050,394.02932029686025,49
magic,12,880,206.669540573992,56
proposal writing,15,1165,201.7240392062371,67
asterisk,5,131,86.32383437290652,89
tumblr,10,1444,82.86527915796918,60
typesetting,6,1450,43.86272744604263,99
client correspondence,2,291,28.21288133460482,35
bulk mailing,7,203,118.12222158985688,61
ethical hacking,2,563,171.8297193647755,39
other - internet marketing,2,1060,96.68296448033588,51
vector illustration,26,1479,35.167592830615824,50
mail merge,11,881,114.42198853631004,58
order processing,5,1049,116.70292368688006,43
matlab,27,908,145.3969980737334,62
website management,7,1584,96.32902274556322,50
data conversion,17,441,205.25812686589992,65
switches,8,1385,91.32866697824656,57
technical design,3,1405,39.05705155247013,23
puppet,2,1178,3.3102898308577258,42
negotiation,6,998,101.06099147129842,70
business coaching,3,206,49.57937614113738,67
ffmpeg,3,590,1.7470939333787068,31
video marketing,9,1495,220.83373515631516,67
sales promotion,4,1240,10.68171220759411,38
educational institutions,2,529,9.25726195173845,77
affiliate marketing,17,57,7.0552819080220255,88
blackberry os,2,174,545.8127454400097,50
robotics,7,1221,71.95130351749634,50
portrait photography,5,1128,12.181088226337321,44
web security,7,1567,74.55478068084169,46
microsoft outlook,8,939,9.05170460978399,56
electronic design,3,538,40.22282285865918,47
renewable energy,5,1198,87.4908108137304,22
google maps api,6,675,89.32224222141191,36
computer engineer,4,340,206.00570209688215,42
comic book art,7,322,138.70460320199413,56
public relations (pr),8,1172,70.12628716941904,49
sports writing,2,1348,202.18419768952458,94
wireless network,2,1608,55.35192398398729,39
cloud based,9,300,55.081824248470184,40
biotechnology,4,170,108.7332412818852,12
icontact,13,724,202.25819726828868,17
twilio,2,1447,211.7283086350293,35
business proposal writing,2,223,428.58081554297615,57
cooking,3,375,186.9904084694164,43
ms powerpoint,28,978,201.2902241772437,49
computer hardware,7,343,183.77500306761857,87
captcha,4,250,95.30239898011871,25
rdbms,18,1187,159.09134704482088,36
directory submission,24,490,433.2028527863131,57
sales letters,14,1235,47.276988524675886,73
digital film,2,481,19.552797724785922,56
chrome extension,2,277,74.83012576559862,51
.com,3,0,7.974727357259566,30
oracle database,12,1045,115.37271269072059,32
visual basic.net,3,1513,23.124381876728805,40
dj,5,495,17.857854612904816,52
children's writing,3,274,59.784051975805646,33
white paper writing,7,1593,33.01827965510263,65
static html,3,1366,39.00578422484203,78
algorithms,14,68,8.55246328205164,64
csr,3,414,71.42544773389066,20
photodraw,2,1098,125.88735299189104,40
concept design,17,353,576.9357834687605,94
vulnerability assessment,4,1530,461.57628295060164,31
gis,9,661,642.7870945955909,68
sketching,26,1290,602.6726550159383,47
civil,14,285,3.2253257853806043,73
cover design,25,399,485.1981812429976,61
business correspondence,7,208,51.75684971809536,44
agriculture,5,61,17.229087545229618,53
essbase,3,562,167.6184559254202,76
human resources management (hr),2,719,26.418110903166323,54
other - multimedia services,2,1061,104.55602555782393,60
concept development,10,354,642.3804526782324,40
gui design,8,693,8.631308322851263,58
paralegal,11,1071,178.7310182283109,34
art,3,115,57.675473010533295,74
sound design,9,1340,87.88083246260122,42
licensing,7,847,36.74684850389379,59
salesforce,27,1242,108.27148775384924,40
still life painting,2,1368,114.70630268280931,50
advertisement design,5,52,28.319013145242813,43
poetry,23,1123,135.10848934496187,36
cocoa,29,305,5.087682989788751,72
sqlite,29,1358,64.53254800863053,65
interpersonal skills,8,762,69.84975891744116,60
clipper,4,295,115.81108923123932,55
portait painting,2,1126,649.9476613549855,35
interviewing,12,765,213.00435001367345,42
content marketing,14,366,57.962956673326225,30
google adwords,30,669,54.81605464422593,73
yahoo store,5,1627,10.730237895929307,72
zoho crm,7,1638,44.684644378759955,49
travel arrangements,11,1439,111.62241930906738,79
ccna,4,258,86.60419508277066,55
powerbuilder,2,1136,47.81095976345316,60
aviation,3,146,1.9310702918802858,71
electrical design,3,536,47.238334139737184,42
short story writing,4,1282,85.06294024626052,15
website updating,6,1588,103.22753677722432,38
tax preparation,7,1399,147.52678776233049,84
android sdk,23,81,83.42734850652175,62
fiction writing,9,592,221.19587550784462,51
web maintenance,8,1557,66.51780045499547,34
windows 7,17,1598,132.7924337293723,77
media relations,10,919,30.090914478515014,62
affiliate management,2,56,110.56348337148171,8
portrait illustration,7,1127,8.002752338374972,73
facebook marketing,15,579,131.37108812373495,33
keynote,15,822,30.01867640115387,71
apache tomcat,12,88,74.53148398568939,39
competitive pricing,3,337,38.045617100243184,33
letterhead,28,845,60.243127572812995,86
mobile marketing,6,959,64.23330036174765,81
tcp/ip,13,1401,84.2863688459657,51
usability testing,11,1464,11.958603450251804,62
financial accounting,4,603,139.05468885548672,54
computer literacy,3,344,83.01766185128056,82
google plus,7,677,50.88312886469329,75
internet information services (iis),5,756,213.50936159699032,48
banner ads,26,156,97.65365299257552,94
flash websites,11,623,90.18400303341014,69
cold calling,9,314,714.9196042297051,59
google apps,8,671,181.62759853617402,42
mathematics,11,907,35.750846629739925,64
business english,2,211,744.3923832109167,69
2d design,5,6,106.45661633558932,74
3d rendering,23,15,112.6948117138592,41
photo illustration,4,1096,99.86983090705368,90
dynamic websites,23,507,189.46366576711742,53
email design,19,542,117.73204589030694,47
administrative assistant,20,39,114.35434422998982,47
web content creation,7,1545,174.24200316123742,60
microstrategy,3,945,96.38453575838794,42
liferay,3,848,717.2507396871962,73
nosql,8,1015,15.3384450005603,59
comic strip,10,324,412.5315826407896,56
press release writing,14,1143,659.0261556483973,66
information technology industry,6,743,191.976711016368,31
photography,111,1099,93.90357003707511,56
image editing,34,729,72.08691092401247,50
psd,99,1168,374.06281144861856,68
ms office,94,976,49.96493908318277,60
max,99,910,25.5285675847116,35
quickbooks,58,1184,29.689883416263033,56
adobe indesign,92,49,203.77144533676224,63
seo,525,1273,155.37911137807345,14
joomla,547,807,108.26331815984636,19
smarty,60,1296,80.95931516699544,28
html,974,714,85.49967950704391,16
director,67,489,175.2255966019471,33
windows,333,1597,68.37814280485229,23
drafting,46,501,3.980649330814248,60
soap,53,1302,4.914054963449752,23
advertising,177,53,32.38871238608655,67
customer support,43,431,54.293172622894545,37
publishing,103,1176,85.96240187229506,68
sybase,32,1386,739.0839246501909,63
twitter,141,1448,31.835556880427607,48
consultant,72,357,3.516746648923819,50
java,450,796,656.5075541911392,64
microsoft,484,933,10.610117321638356,51
perl,112,1091,82.20971225898337,56
powerpoint,248,1137,32.56094553868475,2
analytics,65,76,176.3391770944169,41
creative writing,100,407,508.6178979065485,53
bookkeeping,44,190,107.59923479289671,57
web content,103,1544,53.91904790288123,56
videos,47,1503,164.10906525923758,62
custom cms,33,421,117.16120211531602,54
postgresql,75,1134,105.90330785711865,66
content writing,71,369,23.252172033877144,66
app development,64,93,50.10428232334297,66
xml,270,1621,311.99572639587916,73
prestashop,59,1145,92.05187028705815,68
visual basic,107,1511,496.65661058466634,46
fiction,83,591,490.42484097833915,60
clean,39,288,61.540666445498324,49
php 5,79,1104,39.44297541333603,63
brochures,132,198,683.8619153294599,89
articles,202,122,107.34792935215404,51
payment gateway integration,34,1075,126.15663941685966,80
email,234,541,70.17733639177492,45
actionscript,43,30,128.4579288144646,72
animation,206,82,43.09039826014846,48
web technologies,42,1574,201.5966749462281,50
sql server,295,1357,115.70171598729695,71
make,235,884,22.520046639381317,46
spelling,37,1346,18.495799483320397,40
rest,37,1206,38.267170832485924,31
email marketing,56,544,21.115747859131734,63
academic writing,41,20,555.6372074620914,37
basic,188,161,337.3119129040038,62
ms excel,73,973,205.57978240189982,77
agile,39,59,667.350730272868,51
painting,91,1070,96.17643338787069,75
music,71,988,112.34995827992384,36
adobe photoshop,492,51,92.89206580511427,51
3d,273,8,669.4828928182466,33
software development,186,1329,549.3976632031205,46
logo design,277,868,74.37213585341009,27
photo editing,68,1095,1.3465283864217164,37
data entry,249,443,678.7128292553692,82
pay per click,43,1074,598.8926845298121,23
ecommerce,249,518,23.106866816405386,66
com,320,320,97.52026580184248,67
science,57,1254,216.68158570775185,46
drawing,118,502,380.7243769726754,39
oop,33,1032,28.417019804242425,65
writing,605,1618,131.43205891697707,67
finance,68,602,218.75575875619438,40
video,255,1485,114.86023747766802,34
ios,177,771,222.34020399333284,50
psd to html,78,1169,119.42024679469726,42
coreldraw,73,383,3.705562603641385,52
press releases,75,1144,116.06714955871685,64
vba,59,1473,77.08382187140995,78
dhtml,111,477,109.50624209797505,65
graphics,236,690,113.76752120999731,74
