skill,freq,skill_id,valuation,new_value
subversion,14,1377,57.14556948677844,213
anime,8,83,19.58189930741274,44
performance tuning,10,1090,443.35610713449836,132
shopify,24,1279,35.709404199290255,193
facebook design,5,577,181.8094466333329,87
czech,5,433,120.54304900318978,124
sales promotion,4,1240,10.68171220759411,87
google calendar,4,672,62.07643501899486,194
version control,9,1482,93.75052636930384,170
nginx,7,1007,73.26008477025887,242
pick,2,1112,347.3020742758738,236
event planning,16,565,18.2505000161418,177
strategic planning,21,1372,75.25667782142015,227
ims,2,733,87.42722924630844,229
xsl,17,1624,66.42195725197816,247
stl,5,1369,661.8819215933407,106
centos,12,259,26.842675578941623,61
voice talent-female,4,1524,100.73357383300791,127
google+,26,680,5.512585165254189,240
public speaking,4,1174,77.97958470230054,94
ipad development,12,776,1.4960989058837055,144
shell scripting,7,1278,111.72633128351994,233
android sdk,23,81,83.42734850652175,150
flash websites,11,623,90.18400303341014,267
filing,10,595,35.793712679162404,146
negotiation,6,998,101.06099147129842,178
supply chain management,9,1380,149.8176122875119,202
e-advertising,4,508,94.1191422728622,38
video art,2,1487,189.3521487499692,117
wireless,24,1607,70.59017260918831,160
business coaching,3,206,49.57937614113738,103
web marketing,30,1558,396.1872774445382,244
css javascript,9,416,89.51240703866291,141
dj,5,495,17.857854612904816,193
smm,4,1297,180.90810333721532,152
switches,8,1385,91.32866697824656,257
displays,10,494,37.000340622542666,129
sage,5,1231,35.769324785441796,34
cognos,7,313,97.33352612255513,136
saas,19,1230,23.812050193566513,147
web content management,4,1546,90.6739270327371,281
media relations,10,919,30.090914478515014,138
architectural design,14,109,91.61050193202958,137
teradata,2,1419,3.2843477697596186,107
digital photography,14,484,655.1553798427351,137
pl,23,1117,165.21738503802084,106
telecommunications systems,2,1410,54.081810732643795,182
pcb layout,6,1084,91.29538519248614,111
computer programming,4,347,91.95523728462156,184
electronics,28,540,12.818039079125864,211
brand advertising,14,193,179.66903212925212,210
outbound sales,4,1063,7.56536621473194,205
vector graphics,10,1478,127.5869684375245,136
cms (content management system),5,303,634.0926760748872,143
google website optimizer,2,679,48.08241202963196,165
sugar crm,13,1378,326.52997879296385,144
backlinking,12,152,72.84675372771244,138
kindle,11,824,13.301222649210404,139
smart phone applications,6,1295,120.92276436434628,157
punctuation,26,1177,225.3093955148224,201
landing page development,4,831,435.09586604901705,202
other - multimedia services,2,1061,104.55602555782393,232
online content,10,1027,47.24988209202887,148
oral communication,2,1047,69.97790214767146,210
machine design,4,874,34.40564920982268,299
licensing,7,847,36.74684850389379,231
appointment setting,17,104,18.686299266630414,122
code design,2,309,116.6131803713747,194
computer vision,3,350,206.99784760542272,93
mysql 4.x,7,994,51.09728711437037,235
audio transcription,8,137,95.80922693189757,225
sms gateway,3,1299,21.15394226030022,222
gif animator,6,659,85.61283844321801,220
symbian,29,1387,147.70266294279563,85
web 2.0 development,7,1536,64.92953877602415,170
article editing,8,117,190.93619490797516,177
poems,7,1122,94.17066345703249,96
homesite,2,711,185.73040214193253,84
computer hardware,7,343,183.77500306761857,191
freebsd,15,633,29.62731153914057,219
sip,2,1288,11.825878501928484,135
crm databases,5,410,352.3733372468783,175
data structures,6,451,82.9078884994329,136
merchandising,8,928,63.23460099620528,247
social media integration,13,1314,673.9550632484334,80
building design,6,201,73.15867190195509,154
business operations,6,218,204.11156733489472,159
amazon web services,10,74,104.90003348537493,223
aweber,6,148,30.64632128500753,225
mac os,28,872,109.15062930154778,184
fashion photography,2,587,73.99818579425946,239
guitar,7,695,572.7617554913232,127
web search,7,1566,649.7076205521348,149
customer retention,4,428,52.0052830951206,155
bgp,3,166,60.81484415881008,154
tourism,15,1434,206.19164880175543,141
vpn,6,1528,11.93169949522425,136
telephony,5,1414,164.4508621653505,227
technical support,30,1408,455.2812063407313,202
blog commenting,16,177,94.26504313245992,238
film dubbing,2,597,413.6736670935002,265
captcha,4,250,95.30239898011871,132
mechanical,44,916,103.08510386651811,167
coldfusion,43,315,95.95392130529352,118
construction,43,355,36.087701182073154,224
architecture,135,112,38.40638205581607,151
twitter,141,1448,31.835556880427607,170
spanish,54,1344,56.13601365312703,189
academic writing,41,20,555.6372074620914,148
software,609,1325,3.4907645449873037,154
tax,35,1397,183.8244724336768,181
psd,99,1168,374.06281144861856,201
ruby,64,1226,2.8605899377214925,131
market research,50,892,315.92399952920954,110
case,34,255,468.3231768192518,172
web programming,50,1564,11.077665408457838,203
ms word,93,981,76.57141834149311,140
dhtml,111,477,109.50624209797505,199
powerpoint presentations,32,1138,261.8723492468427,175
pay per click,43,1074,598.8926845298121,165
cad,71,234,83.36650522871031,222
adobe photoshop,492,51,92.89206580511427,103
linq,30,853,2.438502929307739,138
test,63,1420,47.04091695884837,221
mobile development,44,957,77.83655909489747,118
social media marketing,144,1315,54.01978384097707,160
ios,177,771,222.34020399333284,163
rendering,55,1197,52.82298488091594,147
communication skills,54,330,186.66876533667698,64
graphics,236,690,113.76752120999731,276
mobile applications,71,954,195.86048058113587,154
visual basic,107,1511,496.65661058466634,148
blackberry,105,172,29.65600000358886,77
e-books,40,509,29.06859354799833,157
asp.net mvc,49,129,119.63298009235166,85
ruby on rails,43,1227,317.84195356310295,189
security,93,1264,207.82870050901798,103
rss,30,1225,110.6058421291897,172
reports,173,1200,25.19030256185024,262
product development,55,1154,19.139837318809462,116
database design,92,456,132.75324295283292,185
mobile application development,67,953,236.47843164203837,123
