skill,freq,skill_id,valuation,new_value
chrome extension,2,277,74.83012576559862,73
landing page development,4,831,435.09586604901705,50
invoicing,17,770,100.44788790633056,50
disaster recovery,5,492,82.48596563906369,52
routers,10,1223,91.01934903983255,47
video presentations,6,1496,45.58009487757997,71
ebook writing,15,516,99.94163692248677,60
government agencies,3,681,105.8974994760415,52
telephony,5,1414,164.4508621653505,48
digital painting,21,483,8.415944534669269,57
autodesk mudbox,6,144,349.4423902673342,77
salesforce.com implementation,2,1246,428.8149032205336,56
cover letter writing,4,400,320.3004631242818,41
markup,8,902,120.69350926883624,66
risk management,5,1219,186.3051267976232,80
non fiction writing,7,1011,37.695557536229856,48
article rewriting,14,119,203.00111571594792,74
sap,24,1248,88.52364943654095,40
videography,13,1501,177.2102270862502,53
assembly,28,130,224.02948127106228,64
mysql 4.x,7,994,51.09728711437037,35
portuguese,12,1129,94.73472597000124,41
direct digital marketing,3,485,79.67212373990078,90
caricatures,14,252,22.25183410210409,50
social design,2,1305,198.01094235448195,32
brand management,19,194,24.24643283818028,73
billing,29,168,44.0104838317037,39
web crawling,2,1550,98.24730220467924,52
pinterest,24,1114,170.38942473230708,70
business models,4,217,8.925089717222948,62
wan,6,1531,52.147128019577345,86
visual c++,9,1515,63.268298307909184,47
final draft,19,601,90.62578082806034,55
centos,12,259,26.842675578941623,63
active listening,2,33,9.53674498853593,56
3d printing,4,14,84.07503635714863,62
static html,3,1366,39.00578422484203,69
circuit design,10,280,6.4214713831500125,40
kernel,4,820,95.57542653507046,21
vfx,9,1483,496.94930008117484,58
windows desktop,5,1601,462.9390569590009,67
account management,6,22,68.41703757924537,44
engineering design,4,551,221.09232120364302,71
educational materials,4,530,428.3454377973044,48
commercial product photography,4,328,385.5726894884148,84
ffmpeg,3,590,1.7470939333787068,34
social networks,17,1321,201.72152367434052,42
image advertising,3,728,10.161858042361905,64
curriculum development,4,419,623.8214643283492,62
web testing,7,1575,97.0894011030623,60
zoho crm,7,1638,44.684644378759955,76
murals,8,987,154.2133917369699,14
facebook api,26,575,3.4947640234039183,55
web content writing,19,1548,98.65976877703388,47
machine learning,3,875,134.09111165030237,47
clean design,2,289,157.99243254513138,71
social media outreach,9,1317,100.29381781008962,92
typesetting,6,1450,43.86272744604263,55
company newsletters,5,335,31.89342633970577,70
twilio,2,1447,211.7283086350293,61
online help,4,1028,75.4998021623822,37
cisco routers,4,283,696.1924401971156,65
media relations,10,919,30.090914478515014,79
client requirements,3,293,49.382397193177994,93
iphone application development,27,779,192.46568172845195,44
pl,23,1117,165.21738503802084,37
public speaking,4,1174,77.97958470230054,59
content strategy,5,368,79.50460548423615,58
resume writing,9,1208,660.724191472414,39
incorporation,4,735,275.6637561485383,56
portuguese translation,2,1130,95.38732623865896,79
bulk mailing,7,203,118.12222158985688,63
rhel,3,1217,33.8591260192904,43
web security,7,1567,74.55478068084169,73
web servers,21,1568,55.494786940181335,40
pc hardware,3,1082,118.94785616364695,13
irish,3,786,106.58906433796491,63
business coaching,3,206,49.57937614113738,31
audio editing,26,134,17.553066241835182,65
retail sales,2,1211,90.22826600588787,74
desktop applications,28,472,115.56546634259213,92
color palette,2,319,42.05729653096725,59
adobe lightroom,12,50,9.665063161028039,63
data scraping,7,449,55.485842956206895,58
social games,2,1307,153.62860512341982,48
database engine,3,458,78.25189168645647,46
groovy,8,692,29.745095617774826,70
guitar,7,695,572.7617554913232,39
solaris,19,1335,8.483222716531525,62
mathematics,11,907,35.750846629739925,33
bitcoin,5,171,226.7084005785687,54
solomon,2,1337,57.13715544821585,41
performance testing,6,1089,677.7583829494013,67
3d rendering,23,15,112.6948117138592,37
textile design,3,1424,36.25476108718578,50
social bookmarking,21,1303,37.377082043346775,32
travel arrangements,11,1439,111.62241930906738,44
marketing research,4,899,54.834803578778285,35
sugarcrm,20,1379,611.1200902815438,59
selling,20,1268,109.93953945914872,45
website management,7,1584,96.32902274556322,34
barcode,3,158,51.9934096892267,47
pixologic zbrush,5,1116,79.96890771477275,61
video art,2,1487,189.3521487499692,63
magic,12,880,206.669540573992,46
google plus,7,677,50.88312886469329,46
sales promotion,4,1240,10.68171220759411,40
xsl,17,1624,66.42195725197816,50
freebsd,15,633,29.62731153914057,51
socialengine,6,1323,58.37684498013858,51
autocad,2,140,24.229266976805263,74
azure,20,149,157.94526091269302,22
virtualization,12,1507,205.26945046122063,59
real time,4,1189,1.799660893721566,85
https,24,717,199.45121097047542,7
tumblr,10,1444,82.86527915796918,34
commercial video,5,329,496.0940198858657,67
wireless networking,2,1609,167.5369899733098,24
song writing,4,1338,190.1174073498492,43
sqlite,29,1358,64.53254800863053,42
google adwords,30,669,54.81605464422593,50
short stories,28,1281,154.1719095291831,67
calendar management,12,240,7.726847836297143,47
user manuals,8,1469,9.666074834261973,85
manga,5,888,628.3526228304754,60
filing,10,595,35.793712679162404,79
russian,9,1228,97.82956053990141,86
video processing,2,1497,200.7612939037669,56
cisco,21,281,23.62643744533455,63
bash,11,160,27.151037544416557,38
corporate design,3,387,66.59318289956597,56
rfid,6,1216,99.40959117727469,61
political cartoon,3,1125,410.5434521865705,60
clustering,5,301,55.41976114720735,52
patents,5,1072,151.6579322137599,40
load balancing,6,863,8.564049394241323,67
sequential art,3,1274,114.47036770381668,29
business to business marketing strategy (b2b),2,226,114.73428868048649,47
embroidery,2,548,139.8533820130015,57
web standards,10,1572,5.404034334390124,46
metatrader,3,930,50.79546015809985,58
appointment setting,17,104,18.686299266630414,20
google apps,8,671,181.62759853617402,22
contracts,21,373,269.476551039091,89
hebrew,4,706,4.798514160864926,39
business letters,7,215,480.7365163650105,83
affiliate management,2,56,110.56348337148171,53
change management,8,262,99.47042675285412,64
intellectual property,11,750,24.946421770364328,51
leads,23,839,21.1783732113808,48
agile web development,2,60,47.09408720901885,47
data warehouse,3,452,61.363621231782595,55
business operations,6,218,204.11156733489472,67
norwegian,2,1014,106.54879731122227,22
organic search,5,1050,394.02932029686025,71
xml web services,4,1623,93.55965465408579,72
database servers,7,463,182.45239824276024,32
cisco asa,4,282,79.8238273888387,41
microcontroller,12,932,87.31203027530455,64
core java,8,381,83.90253722985645,53
latin,5,834,205.70058817444848,55
database management,22,459,2.5957035709687184,50
nginx,7,1007,73.26008477025887,35
licensing,7,847,36.74684850389379,51
paypal integration,25,1079,12.422664085913262,72
oracle dba,4,1046,117.15565497303145,55
landscape design,4,832,78.66608661881145,66
aweber,6,148,30.64632128500753,37
payment processing,5,1076,155.3168709670871,41
wiki,6,1596,49.82838471273831,36
vector graphics,10,1478,127.5869684375245,52
cpanel,15,402,16.688611478166088,48
fine art,15,611,65.11340899126996,45
google adsense,9,668,126.72683354599556,60
oracle 11g,6,1044,44.15614225306783,47
salesforce,27,1242,108.27148775384924,48
manual testing,9,889,13.867541175614855,23
android programming,20,80,35.44136518740164,31
ms office suite,13,977,113.53449850353209,74
smtp,6,1300,21.55940788080614,39
marketing plans,21,898,126.03777859854016,72
order processing,5,1049,116.70292368688006,75
.net compact framework,4,3,6.8709390471767176,54
c++ programming,4,233,124.0935015838792,64
uml,30,1458,32.252378153989525,19
wireframes,9,1606,38.84603024424888,51
marketing communications,11,894,110.40856060741541,53
excel programming,7,567,145.80147678634114,56
industrial design,5,739,110.32467483649427,46
hibernate,60,707,117.27151905561621,56
excel,390,566,44.25229664690555,59
json,85,815,59.85019910611085,54
typing,74,1451,12.394683179251366,58
administrative support,34,40,19.370406893195536,54
drupal,349,505,53.687678697065884,54
smo,56,1298,45.57552894097974,58
content writing,71,369,23.252172033877144,54
application development,243,100,102.32775345178335,48
android development,47,79,73.74147865780378,38
web technologies,42,1574,201.5966749462281,59
outsourcing,64,1066,97.05521949171009,54
accounting,97,23,170.84840637776702,83
linkedin,58,852,76.26250375682798,32
design,1480,467,83.34035044630824,39
sql,504,1354,10.537434702977183,42
microsoft,484,933,10.610117321638356,60
ftp,33,640,124.1484205533023,44
testing,143,1423,67.51988513500038,34
jquery mobile,43,813,73.36874567292641,41
rest,37,1206,38.267170832485924,26
banner,95,155,699.8750397353169,54
silverlight,46,1285,30.50461059256941,38
html5,418,715,37.30491962587148,70
jsp,109,817,662.0132133462239,61
c#,365,231,106.47147684928221,76
sharepoint,79,1277,34.3159128058921,38
tax,35,1397,183.8244724336768,41
website content,39,1580,1.4746037292413812,59
transcription,81,1437,38.59404117535734,34
visio,36,1509,81.35410125924581,59
skill,91,1292,198.7771122696151,43
yahoo,57,1626,7.6646268060455425,21
oracle,224,1043,208.55931803231002,40
iphone development,33,781,45.99054943460121,59
java,450,796,656.5075541911392,42
business development,37,209,80.97079715026727,79
psd,99,1168,374.06281144861856,48
outlook,86,1064,8.128938609967882,74
artist,120,124,13.808964335647822,40
email,234,541,70.17733639177492,74
responsive web design,94,1204,67.32111958438111,50
twitter bootstrap,40,1449,180.05717986249005,63
film,64,596,455.273767354732,61
android,336,78,114.50455134848623,70
adobe photoshop,492,51,92.89206580511427,39
adobe indesign,92,49,203.77144533676224,44
python,84,1179,28.563868071593717,57
programming,365,1158,207.2386126149429,75
powerpoint presentations,32,1138,261.8723492468427,51
app development,64,93,50.10428232334297,62
iis,78,725,635.5184458670022,77
zend framework,47,1635,108.52349572477257,58
jquery,507,812,39.73390251289066,89
actionscript,43,30,128.4579288144646,76
link building,81,851,113.9102476640676,43
advertising,177,53,32.38871238608655,30
agile,39,59,667.350730272868,78
apache,149,86,467.8729998632019,83
bookkeeping,44,190,107.59923479289671,51
e-learning,33,511,89.71461010790921,76
unix,83,1461,13.14477960544901,61
seo,525,1273,155.37911137807345,57
illustration,251,726,82.99452551293548,74
ios,177,771,222.34020399333284,72
ecommerce,249,518,23.106866816405386,70
web programming,50,1564,11.077665408457838,77
http,170,716,3.3051850122478945,40
access,284,21,218.99212210941428,46
wordpress development,63,1614,60.844436996275746,46
templates,62,1418,105.09037802718001,31
sem,119,1269,185.529998225483,49
facebook,200,574,36.687691694039714,44
email marketing,56,544,21.115747859131734,63
search engine optimization (seo),78,1262,42.10084385992925,52
authorize.net,54,139,197.09695552660315,55
writing,605,1618,131.43205891697707,73
responsive wordpress theme,38,1205,80.93853234739123,34
drawing,118,502,380.7243769726754,70
graphic design,340,688,87.46054452781429,80
